dataset,row_index,compound,casrn,feature,issue_type,issue_detail,action,action_reason_code
NA,401,INDANE,"""496-11-7""",errΔvapH_%,EXTREME_QUANTILE,value 11.1902 > q99 10.281559999999999,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,436,ACETALDEHYDE,"""75-07-0""",errΔvapH_%,EXTREME_QUANTILE,value 19.9973 > q99 10.281559999999999,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,508,METHANOL,"""67-56-1""",errΔvapH_%,EXTREME_QUANTILE,value 10.4954 > q99 10.281559999999999,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,605,"1,2-BENZENEDIOL","""120-80-9""",errΔvapH_%,EXTREME_QUANTILE,value 11.1659 > q99 10.281559999999999,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,913,METHYL IODIDE,"""74-88-4""",errΔvapH_%,EXTREME_QUANTILE,value 10.2829 > q99 10.281559999999999,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,990,ACETONITRILE,"""75-05-8""",errΔvapH_%,EXTREME_QUANTILE,value 12.0236 > q99 10.281559999999999,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1011,cis-CROTONITRILE,"""1190-76-7""",errΔvapH_%,EXTREME_QUANTILE,value 12.307 > q99 10.281559999999999,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1073,TRIETHYL ALUMINUM,"""97-93-8""",errΔvapH_%,EXTREME_QUANTILE,value 12.7797 > q99 10.281559999999999,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1257,"2-CHLORO-1,1,1,2-TETRAFLUOROETHANE","""2837-89-0""",errΔvapH_%,EXTREME_QUANTILE,value 11.0475 > q99 10.281559999999999,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1345,ACETAMINOPHEN,"""103-90-2""",errΔvapH_%,EXTREME_QUANTILE,value 11.1665 > q99 10.281559999999999,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1401,"trans-1,8-TERPIN","""565-50-4""",errΔvapH_%,EXTREME_QUANTILE,value 11.3648 > q99 10.281559999999999,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1417,4-HYDROXYMETHYL BENZOIC ACID,"""3006-96-0""",errΔvapH_%,EXTREME_QUANTILE,value 10.9791 > q99 10.281559999999999,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1570,CHLORINE TRIFLUORIDE,"""7790-91-2""",errΔvapH_%,EXTREME_QUANTILE,value 10.8058 > q99 10.281559999999999,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1573,TRIMETHYLGALLIUM,"""1445-79-0""",errΔvapH_%,EXTREME_QUANTILE,value 10.4652 > q99 10.281559999999999,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1617,CARBAMYL CHLORIDE,"""463-72-9""",errΔvapH_%,EXTREME_QUANTILE,value 13.4581 > q99 10.281559999999999,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1667,SACCHARIN,"""81-07-2""",errΔvapH_%,EXTREME_QUANTILE,value 10.8916 > q99 10.281559999999999,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,426,NITRIC OXIDE,"""10102-43-9""",errcpLsat_%,EXTREME_QUANTILE,value 31.9649 > q99 16.478599999999997,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,433,OZONE,"""10028-15-6""",errcpLsat_%,EXTREME_QUANTILE,value 16.5376 > q99 16.478599999999997,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,510,1-PROPANOL,"""71-23-8""",errcpLsat_%,EXTREME_QUANTILE,value 33.724 > q99 16.478599999999997,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,511,ISOPROPANOL,"""67-63-0""",errcpLsat_%,EXTREME_QUANTILE,value 21.7145 > q99 16.478599999999997,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,512,1-BUTANOL,"""71-36-3""",errcpLsat_%,EXTREME_QUANTILE,value 18.4423 > q99 16.478599999999997,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,644,PALUSTRIC ACID,"""1945-53-5""",errcpLsat_%,EXTREME_QUANTILE,value 25.2836 > q99 16.478599999999997,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,919,DIIODOMETHANE,"""75-11-6""",errcpLsat_%,EXTREME_QUANTILE,value 30.1156 > q99 16.478599999999997,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,941,HYDRAZINE,"""302-01-2""",errcpLsat_%,EXTREME_QUANTILE,value 16.4922 > q99 16.478599999999997,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,983,HYDRACRYLONITRILE,"""109-78-4""",errcpLsat_%,EXTREME_QUANTILE,value 26.4833 > q99 16.478599999999997,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1101,WATER,"""7732-18-5""",errcpLsat_%,EXTREME_QUANTILE,value 18.1187 > q99 16.478599999999997,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1121,PHOSPHINE,"""7803-51-2""",errcpLsat_%,EXTREME_QUANTILE,value 16.6687 > q99 16.478599999999997,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1144,m-ETHYLPHENOL,"""620-17-7""",errcpLsat_%,EXTREME_QUANTILE,value 16.8055 > q99 16.478599999999997,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1149,3-PHENYL-1-PROPANOL,"""122-97-4""",errcpLsat_%,EXTREME_QUANTILE,value 19.716 > q99 16.478599999999997,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1414,CYCLOPROPANE CARBOXYLIC ACID,"""1759-53-1""",errcpLsat_%,EXTREME_QUANTILE,value 17.3771 > q99 16.478599999999997,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1522,PROPYLENE GLYCOL ETHYL ETHER ACETATE,"""54839-24-6""",errcpLsat_%,EXTREME_QUANTILE,value 30.0861 > q99 16.478599999999997,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1548,TRIETHYL GALLIUM,"""1115-99-7""",errcpLsat_%,EXTREME_QUANTILE,value 27.5285 > q99 16.478599999999997,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1556,METHYL CHLOROSILANE,"""993-00-0""",errcpLsat_%,EXTREME_QUANTILE,value 16.8925 > q99 16.478599999999997,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1684,PROPYLENE GLYCOL alpha-METHYLBENZYL ETHER,"""871518-84-2""",errcpLsat_%,EXTREME_QUANTILE,value 18.5718 > q99 16.478599999999997,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,251,"3,3-DIMETHYL-1-BUTYNE","""917-92-0""",errTcsat_%,EXTREME_QUANTILE,value 0.0542533 < q01 0.057506499999999995,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
NA,422,CARBON MONOXIDE,"""630-08-0""",errTcsat_%,EXTREME_QUANTILE,value 0.033836 < q01 0.057506499999999995,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
NA,427,ARGON,"""7440-37-1""",errTcsat_%,EXTREME_QUANTILE,value 0.00156886 < q01 0.057506499999999995,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
NA,513,2-METHYL-1-PROPANOL,"""78-83-1""",errTcsat_%,EXTREME_QUANTILE,value 0.0480884 < q01 0.057506499999999995,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
NA,517,2-PENTANOL,"""6032-29-7""",errTcsat_%,EXTREME_QUANTILE,value 0.00112418 < q01 0.057506499999999995,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
NA,534,5-METHYL-1-HEXANOL,"""627-98-5""",errTcsat_%,EXTREME_QUANTILE,value 0.018519 < q01 0.057506499999999995,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
NA,549,2-ETHYL-1-BUTANOL,"""97-95-0""",errTcsat_%,EXTREME_QUANTILE,value 0.0511462 < q01 0.057506499999999995,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
NA,559,trans-4-METHYLCYCLOHEXANOL,"""7731-29-5""",errTcsat_%,EXTREME_QUANTILE,value 0.0416916 < q01 0.057506499999999995,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
NA,575,"2,6-XYLENOL","""576-26-1""",errTcsat_%,EXTREME_QUANTILE,value 0.0208168 < q01 0.057506499999999995,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
NA,586,p-ETHYLPHENOL,"""123-07-9""",errTcsat_%,EXTREME_QUANTILE,value 0.0325173 < q01 0.057506499999999995,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
NA,591,"1,3-DI-TERT-BUTYL GLYCERIN","""79808-30-3""",errTcsat_%,EXTREME_QUANTILE,value 0.0279182 < q01 0.057506499999999995,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
NA,608,ACETIC ACID,"""64-19-7""",errTcsat_%,EXTREME_QUANTILE,value 8.14805 > q99 7.006159999999996,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,639,PHTHALIC ACID,"""88-99-3""",errTcsat_%,EXTREME_QUANTILE,value 0.011981 < q01 0.057506499999999995,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
NA,760,ETHYL HYDROPEROXIDE,"""3031-74-1""",errTcsat_%,EXTREME_QUANTILE,value 0.0513971 < q01 0.057506499999999995,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
NA,989,HYDROGEN CYANIDE,"""74-90-8""",errTcsat_%,EXTREME_QUANTILE,value 8.49923 > q99 7.006159999999996,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,991,PROPIONITRILE,"""107-12-0""",errTcsat_%,EXTREME_QUANTILE,value 8.0582 > q99 7.006159999999996,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,992,ACRYLONITRILE,"""107-13-1""",errTcsat_%,EXTREME_QUANTILE,value 7.14705 > q99 7.006159999999996,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,993,METHACRYLONITRILE,"""126-98-7""",errTcsat_%,EXTREME_QUANTILE,value 7.58258 > q99 7.006159999999996,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,997,GLUTARONITRILE,"""544-13-8""",errTcsat_%,EXTREME_QUANTILE,value 10.8834 > q99 7.006159999999996,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1002,trans-CROTONITRILE,"""627-26-9""",errTcsat_%,EXTREME_QUANTILE,value 7.14242 > q99 7.006159999999996,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1073,TRIETHYL ALUMINUM,"""97-93-8""",errTcsat_%,EXTREME_QUANTILE,value 7.25926 > q99 7.006159999999996,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1076,TRIFLUOROACETIC ACID,"""76-05-1""",errTcsat_%,EXTREME_QUANTILE,value 8.17227 > q99 7.006159999999996,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1081,"N,N-DIMETHYLFORMAMIDE","""68-12-2""",errTcsat_%,EXTREME_QUANTILE,value 8.55928 > q99 7.006159999999996,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1086,GLYCOLIC ACID,"""79-14-1""",errTcsat_%,EXTREME_QUANTILE,value 0.0169531 < q01 0.057506499999999995,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
NA,1121,PHOSPHINE,"""7803-51-2""",errTcsat_%,EXTREME_QUANTILE,value 0.035882 < q01 0.057506499999999995,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
NA,1253,"1,2-DIFLUOROETHANE","""624-72-6""",errTcsat_%,EXTREME_QUANTILE,value 7.26407 > q99 7.006159999999996,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1303,"1,4-DICYANO-2-BUTENE","""1119-85-3""",errTcsat_%,EXTREME_QUANTILE,value 7.02506 > q99 7.006159999999996,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1310,PYRIDAZINE,"""289-80-5""",errTcsat_%,EXTREME_QUANTILE,value 7.29315 > q99 7.006159999999996,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1313,FUMARONITRILE,"""764-42-1""",errTcsat_%,EXTREME_QUANTILE,value 8.00754 > q99 7.006159999999996,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1341,N-METHYLFORMAMIDE,"""123-39-7""",errTcsat_%,EXTREME_QUANTILE,value 7.62775 > q99 7.006159999999996,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1374,AMMONIUM CHLORIDE,"""12125-02-9""",errTcsat_%,EXTREME_QUANTILE,value 16.9342 > q99 7.006159999999996,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1539,"N,N-DIETHYLHYDROXYLAMINE","""3710-84-7""",errTcsat_%,EXTREME_QUANTILE,value 0.00801244 < q01 0.057506499999999995,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
NA,1566,METHYLTRIACETOXYSILANE,"""4253-34-3""",errTcsat_%,EXTREME_QUANTILE,value 7.09259 > q99 7.006159999999996,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1570,CHLORINE TRIFLUORIDE,"""7790-91-2""",errTcsat_%,EXTREME_QUANTILE,value 8.66763 > q99 7.006159999999996,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1591,TRISILANE,"""7783-26-8""",errTcsat_%,EXTREME_QUANTILE,value 0.00498112 < q01 0.057506499999999995,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
NA,1701,LEVOGLUCOSAN,"""498-07-7""",errTcsat_%,EXTREME_QUANTILE,value 0.0565043 < q01 0.057506499999999995,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
NA,251,"3,3-DIMETHYL-1-BUTYNE","""917-92-0""",errPcsat_%,EXTREME_QUANTILE,value 0.761755 < q01 0.8599981999999999,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
NA,413,BENZO[b]FLUORANTHENE,"""205-99-2""",errPcsat_%,EXTREME_QUANTILE,value 73.5624 > q99 67.44987999999998,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,420,OXYGEN,"""7782-44-7""",errPcsat_%,EXTREME_QUANTILE,value 0.191672 < q01 0.8599981999999999,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
NA,421,NITROGEN,"""7727-37-9""",errPcsat_%,EXTREME_QUANTILE,value 0.522995 < q01 0.8599981999999999,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
NA,422,CARBON MONOXIDE,"""630-08-0""",errPcsat_%,EXTREME_QUANTILE,value 0.345347 < q01 0.8599981999999999,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
NA,427,ARGON,"""7440-37-1""",errPcsat_%,EXTREME_QUANTILE,value 0.111067 < q01 0.8599981999999999,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
NA,458,GLYCOL ALDEHYDE,"""141-46-8""",errPcsat_%,EXTREME_QUANTILE,value 67.5578 > q99 67.44987999999998,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,552,2-METHYL-1-HEPTANOL,"""60435-70-3""",errPcsat_%,EXTREME_QUANTILE,value 0.63383 < q01 0.8599981999999999,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
NA,564,beta-TERPINEOL,"""138-87-4""",errPcsat_%,EXTREME_QUANTILE,value 0.0737418 < q01 0.8599981999999999,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
NA,641,TEREPHTHALIC ACID,"""100-21-0""",errPcsat_%,EXTREME_QUANTILE,value 70.6335 > q99 67.44987999999998,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,754,ACETAL,"""105-57-7""",errPcsat_%,EXTREME_QUANTILE,value 0.852537 < q01 0.8599981999999999,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
NA,989,HYDROGEN CYANIDE,"""74-90-8""",errPcsat_%,EXTREME_QUANTILE,value 92.7385 > q99 67.44987999999998,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,994,ADIPONITRILE,"""111-69-3""",errPcsat_%,EXTREME_QUANTILE,value 86.0169 > q99 67.44987999999998,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,997,GLUTARONITRILE,"""544-13-8""",errPcsat_%,EXTREME_QUANTILE,value 110.12 > q99 67.44987999999998,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1008,N-METHYLANILINE,"""100-61-8""",errPcsat_%,EXTREME_QUANTILE,value 0.595814 < q01 0.8599981999999999,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
NA,1076,TRIFLUOROACETIC ACID,"""76-05-1""",errPcsat_%,EXTREME_QUANTILE,value 82.2753 > q99 67.44987999999998,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1099,HYDROGEN IODIDE,"""10034-85-2""",errPcsat_%,EXTREME_QUANTILE,value 0.286755 < q01 0.8599981999999999,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
NA,1147,"2,6-DIMETHYL-4-HEPTANOL","""108-82-7""",errPcsat_%,EXTREME_QUANTILE,value 0.442814 < q01 0.8599981999999999,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
NA,1239,PERFLUORO-n-HEXADECANE,"""355-49-7""",errPcsat_%,EXTREME_QUANTILE,value 80.5184 > q99 67.44987999999998,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1303,"1,4-DICYANO-2-BUTENE","""1119-85-3""",errPcsat_%,EXTREME_QUANTILE,value 81.66 > q99 67.44987999999998,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1313,FUMARONITRILE,"""764-42-1""",errPcsat_%,EXTREME_QUANTILE,value 87.4789 > q99 67.44987999999998,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1329,METHYLGLUTARONITRILE,"""4553-62-2""",errPcsat_%,EXTREME_QUANTILE,value 70.2301 > q99 67.44987999999998,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1341,N-METHYLFORMAMIDE,"""123-39-7""",errPcsat_%,EXTREME_QUANTILE,value 78.2283 > q99 67.44987999999998,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1374,AMMONIUM CHLORIDE,"""12125-02-9""",errPcsat_%,EXTREME_QUANTILE,value 82.0917 > q99 67.44987999999998,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1395,1-METHYL-3-HYDROXY-6-ISOPROPYL BENZENE,"""3228-02-2""",errPcsat_%,EXTREME_QUANTILE,value 0.802984 < q01 0.8599981999999999,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
NA,1440,TRICAPRYLIN,"""538-23-8""",errPcsat_%,EXTREME_QUANTILE,value 79.3099 > q99 67.44987999999998,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1441,TRICAPRIN,"""621-71-6""",errPcsat_%,EXTREME_QUANTILE,value 87.8516 > q99 67.44987999999998,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1463,4-[2-(2-AMINOETHOXY)ETHYL]MORPHOLINE,"""20207-13-0""",errPcsat_%,EXTREME_QUANTILE,value 0.165051 < q01 0.8599981999999999,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
NA,1547,1-tert-BUTOXY-2-[2-(HYDROXY)PROPOXY]PROPANE,"""58797-58-3""",errPcsat_%,EXTREME_QUANTILE,value 0.497552 < q01 0.8599981999999999,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
NA,1554,HEXACOSAMETHYLDODECASILOXANE,"""2471-08-1""",errPcsat_%,EXTREME_QUANTILE,value 0.415451 < q01 0.8599981999999999,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
NA,1566,METHYLTRIACETOXYSILANE,"""4253-34-3""",errPcsat_%,EXTREME_QUANTILE,value 71.9705 > q99 67.44987999999998,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1570,CHLORINE TRIFLUORIDE,"""7790-91-2""",errPcsat_%,EXTREME_QUANTILE,value 88.237 > q99 67.44987999999998,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1626,BIS(CYANOETHYL)ETHER,"""1656-48-0""",errPcsat_%,EXTREME_QUANTILE,value 72.9351 > q99 67.44987999999998,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1636,LYSINE,"""56-87-1""",errPcsat_%,EXTREME_QUANTILE,value 0.0140613 < q01 0.8599981999999999,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
NA,1656,THIOUREA,"""62-56-6""",errPcsat_%,EXTREME_QUANTILE,value 0.568798 < q01 0.8599981999999999,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
NA,1706,TETRAETHYLENE GLYCOL MONOETHYL ETHER,"""5650-20-4""",errPcsat_%,EXTREME_QUANTILE,value 0.329344 < q01 0.8599981999999999,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
NA,302,"1,2,3-TRIETHYLBENZENE","""42205-08-3""",errvcLsat_%,EXTREME_QUANTILE,value 0.0193722 < q01 0.033752199999999996,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
NA,329,4-ETHYL-o-XYLENE,"""934-80-5""",errvcLsat_%,EXTREME_QUANTILE,value 0.00851519 < q01 0.033752199999999996,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
NA,387,TRIPHENYLENE,"""217-59-4""",errvcLsat_%,EXTREME_QUANTILE,value 0.023616 < q01 0.033752199999999996,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
NA,400,ETHYLNORBORNENE,"""15403-89-1""",errvcLsat_%,EXTREME_QUANTILE,value 0.0228523 < q01 0.033752199999999996,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
NA,434,ARSINE,"""7784-42-1""",errvcLsat_%,EXTREME_QUANTILE,value 44.3273 > q99 19.569919999999996,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,464,BENZALDEHYDE,"""100-52-7""",errvcLsat_%,EXTREME_QUANTILE,value 0.0295859 < q01 0.033752199999999996,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
NA,472,METHYL ETHYL KETONE,"""78-93-3""",errvcLsat_%,EXTREME_QUANTILE,value 0.0211759 < q01 0.033752199999999996,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
NA,482,2-HEXANONE,"""591-78-6""",errvcLsat_%,EXTREME_QUANTILE,value 0.00911935 < q01 0.033752199999999996,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
NA,532,2-HEPTANOL,"""543-49-7""",errvcLsat_%,EXTREME_QUANTILE,value 0.0196601 < q01 0.033752199999999996,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
NA,567,ALLYL ALCOHOL,"""107-18-6""",errvcLsat_%,EXTREME_QUANTILE,value 0.0176756 < q01 0.033752199999999996,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
NA,580,PHENOL,"""108-95-2""",errvcLsat_%,EXTREME_QUANTILE,value 20.6779 > q99 19.569919999999996,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,583,p-CRESOL,"""106-44-5""",errvcLsat_%,EXTREME_QUANTILE,value 19.5968 > q99 19.569919999999996,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,603,"2,2,4-TRIMETHYL-1,3-PENTANEDIOL","""144-19-4""",errvcLsat_%,EXTREME_QUANTILE,value 0.00275541 < q01 0.033752199999999996,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
NA,660,n-PROPYL ACETATE,"""109-60-4""",errvcLsat_%,EXTREME_QUANTILE,value 0.00329515 < q01 0.033752199999999996,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
NA,685,ETHYL METHACRYLATE,"""97-63-2""",errvcLsat_%,EXTREME_QUANTILE,value 0.0236447 < q01 0.033752199999999996,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
NA,710,n-BUTYL STEARATE,"""123-95-5""",errvcLsat_%,EXTREME_QUANTILE,value 21.3276 > q99 19.569919999999996,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,788,PENTAETHYLENE GLYCOL DIMETHYL ETHER,"""1191-87-3""",errvcLsat_%,EXTREME_QUANTILE,value 19.7427 > q99 19.569919999999996,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,836,TETRACHLOROETHYLENE,"""127-18-4""",errvcLsat_%,EXTREME_QUANTILE,value 25.6187 > q99 19.569919999999996,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,868,CHLOROFLUOROMETHANE,"""593-70-4""",errvcLsat_%,EXTREME_QUANTILE,value 0.0326671 < q01 0.033752199999999996,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
NA,941,HYDRAZINE,"""302-01-2""",errvcLsat_%,EXTREME_QUANTILE,value 37.3139 > q99 19.569919999999996,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
