dataset,row_index,compound,casrn,feature,issue_type,issue_detail,action,action_reason_code
NA,962,ETHYLENEDIAMINE,"""107-15-3""",errvcLsat_%,EXTREME_QUANTILE,value 22.5362 > q99 19.569919999999996,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1073,TRIETHYL ALUMINUM,"""97-93-8""",errvcLsat_%,EXTREME_QUANTILE,value 74.5091 > q99 19.569919999999996,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1112,BORON TRICHLORIDE,"""10294-34-5""",errvcLsat_%,EXTREME_QUANTILE,value 63.7471 > q99 19.569919999999996,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1121,PHOSPHINE,"""7803-51-2""",errvcLsat_%,EXTREME_QUANTILE,value 19.6413 > q99 19.569919999999996,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1122,SILANE,"""7803-62-5""",errvcLsat_%,EXTREME_QUANTILE,value 20.322 > q99 19.569919999999996,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1129,IODINE,"""7553-56-2""",errvcLsat_%,EXTREME_QUANTILE,value 24.2392 > q99 19.569919999999996,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1176,ITACONIC ACID,"""97-65-4""",errvcLsat_%,EXTREME_QUANTILE,value 0.0035936 < q01 0.033752199999999996,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
NA,1235,"1,2-DICHLOROHEXAFLUOROCYCLOBUTANE","""356-18-3""",errvcLsat_%,EXTREME_QUANTILE,value 0.029479 < q01 0.033752199999999996,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
NA,1244,"1,1,1,2,2-PENTAFLUOROPROPANE","""1814-88-6""",errvcLsat_%,EXTREME_QUANTILE,value 0.0277147 < q01 0.033752199999999996,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
NA,1349,2-(2-METHOXYETHOXY)ETHANOL,"""111-77-3""",errvcLsat_%,EXTREME_QUANTILE,value 0.024383 < q01 0.033752199999999996,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
NA,1374,AMMONIUM CHLORIDE,"""12125-02-9""",errvcLsat_%,EXTREME_QUANTILE,value 25.5347 > q99 19.569919999999996,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1573,TRIMETHYLGALLIUM,"""1445-79-0""",errvcLsat_%,EXTREME_QUANTILE,value 30.4162 > q99 19.569919999999996,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1653,ETHANESULFONYL CHLORIDE,"""594-44-5""",errvcLsat_%,EXTREME_QUANTILE,value 0.0102238 < q01 0.033752199999999996,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
NA,1658,"1,2-ETHANEDITHIOL","""540-63-6""",errvcLsat_%,EXTREME_QUANTILE,value 26.8124 > q99 19.569919999999996,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1667,SACCHARIN,"""81-07-2""",errvcLsat_%,EXTREME_QUANTILE,value 22.2304 > q99 19.569919999999996,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1678,TRIMETHYL BORATE,"""121-43-7""",errvcLsat_%,EXTREME_QUANTILE,value 26.8659 > q99 19.569919999999996,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,977,MELAMINE,"""108-78-1""",Area_HD,EXTREME_QUANTILE,value 0.0307986084 > q99 0.017880113739999978,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1296,o-PHENYLENEDIAMINE,"""95-54-5""",Area_HD,EXTREME_QUANTILE,value 0.0181919221 > q99 0.017880113739999978,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1312,PYRAZOLE,"""288-13-1""",Area_HD,EXTREME_QUANTILE,value 0.025370081 > q99 0.017880113739999978,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1313,FUMARONITRILE,"""764-42-1""",Area_HD,EXTREME_QUANTILE,value 0.01837741 > q99 0.017880113739999978,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1414,CYCLOPROPANE CARBOXYLIC ACID,"""1759-53-1""",Area_HD,EXTREME_QUANTILE,value 0.0179760374 > q99 0.017880113739999978,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1456,CYCLOPROPYL CYANIDE,"""5500-21-0""",Area_HD,EXTREME_QUANTILE,value 0.0258050595 > q99 0.017880113739999978,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1457,6-AMINOHEXANAMIDE,"""373-04-6""",Area_HD,EXTREME_QUANTILE,value 0.0454188062 > q99 0.017880113739999978,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1473,UNDECYLAMINE,"""7307-55-3""",Area_HD,EXTREME_QUANTILE,value 0.0284365684 > q99 0.017880113739999978,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1474,NIACIN,"""59-67-6""",Area_HD,EXTREME_QUANTILE,value 0.0181698197 > q99 0.017880113739999978,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1483,"4,4'-DINITRODIPHENYLAMINE","""1821-27-8""",Area_HD,EXTREME_QUANTILE,value 0.0194189971 > q99 0.017880113739999978,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1486,"2,6-TOLUENE DIISOCYANATE","""91-08-7""",Area_HD,EXTREME_QUANTILE,value 0.0301258802 > q99 0.017880113739999978,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1539,"N,N-DIETHYLHYDROXYLAMINE","""3710-84-7""",Area_HD,EXTREME_QUANTILE,value 0.0337291211 > q99 0.017880113739999978,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1593,ACETOVANILLONE,"""498-02-2""",Area_HD,EXTREME_QUANTILE,value 0.0198261754 > q99 0.017880113739999978,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1634,8-HYDROXYQUINOLINE,"""148-24-3""",Area_HD,EXTREME_QUANTILE,value 0.0263510045 > q99 0.017880113739999978,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1635,LACTONITRILE,"""78-97-7""",Area_HD,EXTREME_QUANTILE,value 0.0398215156 > q99 0.017880113739999978,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1654,tert-BUTYLFORMAMIDE,"""2425-74-3""",Area_HD,EXTREME_QUANTILE,value 0.0282924587 > q99 0.017880113739999978,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1679,t-BUTYL ACETOACETATE,"""1694-31-1""",Area_HD,EXTREME_QUANTILE,value 0.018502857 > q99 0.017880113739999978,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1708,METHYL alpha-METHOXYISOBUTYRATE,"""17860-39-8""",Area_HD,EXTREME_QUANTILE,value 0.0195875203 > q99 0.017880113739999978,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,69,n-TETRACOSANE,"""646-31-1""",Area_NA,EXTREME_QUANTILE,value 0.5204558059 > q99 0.51833856134,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,70,n-PENTACOSANE,"""629-99-2""",Area_NA,EXTREME_QUANTILE,value 0.5405309049 > q99 0.51833856134,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,71,n-HEXACOSANE,"""630-01-3""",Area_NA,EXTREME_QUANTILE,value 0.5606073013 > q99 0.51833856134,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,72,n-HEPTACOSANE,"""593-49-7""",Area_NA,EXTREME_QUANTILE,value 0.5806916244 > q99 0.51833856134,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,73,n-OCTACOSANE,"""630-02-4""",Area_NA,EXTREME_QUANTILE,value 0.6007812672 > q99 0.51833856134,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,135,1-TRIACONTENE,"""18435-53-5""",Area_NA,EXTREME_QUANTILE,value 0.6351472348 > q99 0.51833856134,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,293,alpha-TOCOPHEROL,"""59-02-9""",Area_NA,EXTREME_QUANTILE,value 0.5186365786 > q99 0.51833856134,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,420,OXYGEN,"""7782-44-7""",Area_NA,EXTREME_QUANTILE,value 0.0501955721 < q01 0.05386960574,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
NA,426,NITRIC OXIDE,"""10102-43-9""",Area_NA,EXTREME_QUANTILE,value 0.0525692468 < q01 0.05386960574,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
NA,428,FLUORINE,"""7782-41-4""",Area_NA,EXTREME_QUANTILE,value 0.0522234041 < q01 0.05386960574,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
NA,430,NEON,"""7440-01-9""",Area_NA,EXTREME_QUANTILE,value 0.040646757 < q01 0.05386960574,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
NA,508,METHANOL,"""67-56-1""",Area_NA,EXTREME_QUANTILE,value 0.0491822957 < q01 0.05386960574,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
NA,701,DI-n-NONYL PHTHALATE,"""84-76-4""",Area_NA,EXTREME_QUANTILE,value 0.518374809 > q99 0.51833856134,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,705,DI-n-DECYL PHTHALATE,"""84-77-5""",Area_NA,EXTREME_QUANTILE,value 0.5586681341 > q99 0.51833856134,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,706,DI-n-UNDECYL PHTHALATE,"""3648-20-2""",Area_NA,EXTREME_QUANTILE,value 0.5971377524 > q99 0.51833856134,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,941,HYDRAZINE,"""302-01-2""",Area_NA,EXTREME_QUANTILE,value 0.0350206075 < q01 0.05386960574,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
NA,989,HYDROGEN CYANIDE,"""74-90-8""",Area_NA,EXTREME_QUANTILE,value 0.0386890821 < q01 0.05386960574,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
NA,1086,GLYCOLIC ACID,"""79-14-1""",Area_NA,EXTREME_QUANTILE,value 0.0521917413 < q01 0.05386960574,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
NA,1097,HYDROGEN CHLORIDE,"""7647-01-0""",Area_NA,EXTREME_QUANTILE,value 0.047609676 < q01 0.05386960574,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
NA,1098,HYDROGEN BROMIDE,"""10035-10-6""",Area_NA,EXTREME_QUANTILE,value 0.0534473193 < q01 0.05386960574,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
NA,1100,AMMONIA,"""7664-41-7""",Area_NA,EXTREME_QUANTILE,value 0.0303598903 < q01 0.05386960574,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
NA,1101,WATER,"""7732-18-5""",Area_NA,EXTREME_QUANTILE,value 0.0139382685 < q01 0.05386960574,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
NA,1102,HYDROGEN SULFIDE,"""7783-06-4""",Area_NA,EXTREME_QUANTILE,value 0.0484351334 < q01 0.05386960574,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
NA,1128,HYDROGEN PEROXIDE,"""7722-84-1""",Area_NA,EXTREME_QUANTILE,value 0.0239694224 < q01 0.05386960574,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
NA,1195,CYCLOHEXYL ACETATE,"""622-45-7""",Area_NA,EXTREME_QUANTILE,value 0.557616077 > q99 0.51833856134,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1377,DIMETHYLALUMINUM CHLORIDE,"""1184-58-3""",Area_NA,EXTREME_QUANTILE,value 0.6451826177 > q99 0.51833856134,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1379,OCTADECAMETHYLOCTASILOXANE,"""556-69-4""",Area_NA,EXTREME_QUANTILE,value 0.5906993825 > q99 0.51833856134,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1439,ETHYL LINOLENATE,"""1191-41-9""",Area_NA,EXTREME_QUANTILE,value 0.5745654885 > q99 0.51833856134,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1465,1-n-PENTYLNAPHTHALENE,"""86-89-5""",Area_NA,EXTREME_QUANTILE,value 0.5240013046 > q99 0.51833856134,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1486,"2,6-TOLUENE DIISOCYANATE","""91-08-7""",Area_NA,EXTREME_QUANTILE,value 0.0531925011 < q01 0.05386960574,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
NA,1534,DIETHYLENE GLYCOL MONOBUTYL ETHER ACETATE,"""124-17-4""",Area_NA,EXTREME_QUANTILE,value 0.0499346191 < q01 0.05386960574,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
NA,1535,3-HYDROXY-2-METHYL PROPIONALDEHYDE,"""38433-80-6""",Area_NA,EXTREME_QUANTILE,value 0.053651712 < q01 0.05386960574,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
NA,1550,ARSENIC (III) CHLORIDE,"""7784-34-1""",Area_NA,EXTREME_QUANTILE,value 0.571621786 > q99 0.51833856134,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1551,gamma-AMINOPROPYLTRIETHOXYSILANE,"""919-30-2""",Area_NA,EXTREME_QUANTILE,value 0.7248775341 > q99 0.51833856134,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1552,HEXADECAMETHYLCYCLOOCTASILOXANE,"""556-68-3""",Area_NA,EXTREME_QUANTILE,value 0.9566728489 > q99 0.51833856134,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1654,tert-BUTYLFORMAMIDE,"""2425-74-3""",Area_NA,EXTREME_QUANTILE,value 0.0452044267 < q01 0.05386960574,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
NA,776,TETRAETHYLENE GLYCOL DIMETHYL ETHER,"""143-24-8""",Area_HA,EXTREME_QUANTILE,value 0.034303925 > q99 0.031084706839999997,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,788,PENTAETHYLENE GLYCOL DIMETHYL ETHER,"""1191-87-3""",Area_HA,EXTREME_QUANTILE,value 0.0410945067 > q99 0.031084706839999997,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,994,ADIPONITRILE,"""111-69-3""",Area_HA,EXTREME_QUANTILE,value 0.0310856016 > q99 0.031084706839999997,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1055,SULFOLANE,"""126-33-0""",Area_HA,EXTREME_QUANTILE,value 0.031613311 > q99 0.031084706839999997,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1056,3-METHYL SULFOLANE,"""872-93-5""",Area_HA,EXTREME_QUANTILE,value 0.0317074728 > q99 0.031084706839999997,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1194,"DIMETHYL-2,6-NAPHTHALENEDICARBOXYLATE","""840-65-3""",Area_HA,EXTREME_QUANTILE,value 0.0373056744 > q99 0.031084706839999997,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1355,SUCCINIMIDE,"""123-56-8""",Area_HA,EXTREME_QUANTILE,value 0.0367352621 > q99 0.031084706839999997,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1439,ETHYL LINOLENATE,"""1191-41-9""",Area_HA,EXTREME_QUANTILE,value 0.0352977676 > q99 0.031084706839999997,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1445,VINYLETHYLENE CARBONATE,"""4427-96-7""",Area_HA,EXTREME_QUANTILE,value 0.0312646683 > q99 0.031084706839999997,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1473,UNDECYLAMINE,"""7307-55-3""",Area_HA,EXTREME_QUANTILE,value 0.0364691159 > q99 0.031084706839999997,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1486,"2,6-TOLUENE DIISOCYANATE","""91-08-7""",Area_HA,EXTREME_QUANTILE,value 0.0313600123 > q99 0.031084706839999997,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1539,"N,N-DIETHYLHYDROXYLAMINE","""3710-84-7""",Area_HA,EXTREME_QUANTILE,value 0.0503899906 > q99 0.031084706839999997,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1563,3-CHLOROPROPYLTRIMETHOXYSILANE,"""2530-87-2""",Area_HA,EXTREME_QUANTILE,value 0.0361294604 > q99 0.031084706839999997,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1578,PHOSPHORUS PENTAFLUORIDE,"""7647-19-0""",Area_HA,EXTREME_QUANTILE,value 0.0357638007 > q99 0.031084706839999997,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1634,8-HYDROXYQUINOLINE,"""148-24-3""",Area_HA,EXTREME_QUANTILE,value 0.0390249383 > q99 0.031084706839999997,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1635,LACTONITRILE,"""78-97-7""",Area_HA,EXTREME_QUANTILE,value 0.0517990169 > q99 0.031084706839999997,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1675,PROPYLENE GLYCOL n-BUTYL ETHER,"""5131-66-8""",Area_HA,EXTREME_QUANTILE,value 0.0397037332 > q99 0.031084706839999997,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1705,o-ANISIDINE,"""90-04-0""",Area_HA,EXTREME_QUANTILE,value 0.0370530947 > q99 0.031084706839999997,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,0,METHANE,"""74-82-8""",Area_Total_COSMO,EXTREME_QUANTILE,value 0.0567287398 < q01 0.06459479518,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
NA,70,n-PENTACOSANE,"""629-99-2""",Area_Total_COSMO,EXTREME_QUANTILE,value 0.5405309049 > q99 0.5335347365599997,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,71,n-HEXACOSANE,"""630-01-3""",Area_Total_COSMO,EXTREME_QUANTILE,value 0.5606073013 > q99 0.5335347365599997,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,72,n-HEPTACOSANE,"""593-49-7""",Area_Total_COSMO,EXTREME_QUANTILE,value 0.5806916244 > q99 0.5335347365599997,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,73,n-OCTACOSANE,"""630-02-4""",Area_Total_COSMO,EXTREME_QUANTILE,value 0.6007812672 > q99 0.5335347365599997,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,135,1-TRIACONTENE,"""18435-53-5""",Area_Total_COSMO,EXTREME_QUANTILE,value 0.6364244679 > q99 0.5335347365599997,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,293,alpha-TOCOPHEROL,"""59-02-9""",Area_Total_COSMO,EXTREME_QUANTILE,value 0.5347033472 > q99 0.5335347365599997,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,420,OXYGEN,"""7782-44-7""",Area_Total_COSMO,EXTREME_QUANTILE,value 0.0501955721 < q01 0.06459479518,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
NA,421,NITROGEN,"""7727-37-9""",Area_Total_COSMO,EXTREME_QUANTILE,value 0.0547411807 < q01 0.06459479518,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
NA,422,CARBON MONOXIDE,"""630-08-0""",Area_Total_COSMO,EXTREME_QUANTILE,value 0.0578152606 < q01 0.06459479518,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
NA,426,NITRIC OXIDE,"""10102-43-9""",Area_Total_COSMO,EXTREME_QUANTILE,value 0.0525692468 < q01 0.06459479518,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
NA,427,ARGON,"""7440-37-1""",Area_Total_COSMO,EXTREME_QUANTILE,value 0.0606750583 < q01 0.06459479518,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
NA,428,FLUORINE,"""7782-41-4""",Area_Total_COSMO,EXTREME_QUANTILE,value 0.0522234041 < q01 0.06459479518,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
NA,430,NEON,"""7440-01-9""",Area_Total_COSMO,EXTREME_QUANTILE,value 0.040646757 < q01 0.06459479518,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
NA,433,OZONE,"""10028-15-6""",Area_Total_COSMO,EXTREME_QUANTILE,value 0.0637149979 < q01 0.06459479518,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
NA,435,XENON,"""7440-63-3""",Area_Total_COSMO,EXTREME_QUANTILE,value 0.0619500799 < q01 0.06459479518,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
NA,701,DI-n-NONYL PHTHALATE,"""84-76-4""",Area_Total_COSMO,EXTREME_QUANTILE,value 0.5463038033 > q99 0.5335347365599997,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,705,DI-n-DECYL PHTHALATE,"""84-77-5""",Area_Total_COSMO,EXTREME_QUANTILE,value 0.5865025814 > q99 0.5335347365599997,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,706,DI-n-UNDECYL PHTHALATE,"""3648-20-2""",Area_Total_COSMO,EXTREME_QUANTILE,value 0.6241817447 > q99 0.5335347365599997,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,723,"1,2-BENZENE DICARBOXYLIC ACID, HEPTYL, UNDECYL ESTER","""65185-88-8""",Area_Total_COSMO,EXTREME_QUANTILE,value 0.5473200692 > q99 0.5335347365599997,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,989,HYDROGEN CYANIDE,"""74-90-8""",Area_Total_COSMO,EXTREME_QUANTILE,value 0.0619680555 < q01 0.06459479518,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
NA,1097,HYDROGEN CHLORIDE,"""7647-01-0""",Area_Total_COSMO,EXTREME_QUANTILE,value 0.0551725108 < q01 0.06459479518,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
NA,1098,HYDROGEN BROMIDE,"""10035-10-6""",Area_Total_COSMO,EXTREME_QUANTILE,value 0.0610073512 < q01 0.06459479518,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
NA,1100,AMMONIA,"""7664-41-7""",Area_Total_COSMO,EXTREME_QUANTILE,value 0.0492832435 < q01 0.06459479518,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
NA,1101,WATER,"""7732-18-5""",Area_Total_COSMO,EXTREME_QUANTILE,value 0.0431423264 < q01 0.06459479518,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
NA,1102,HYDROGEN SULFIDE,"""7783-06-4""",Area_Total_COSMO,EXTREME_QUANTILE,value 0.0625955072 < q01 0.06459479518,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
NA,1121,PHOSPHINE,"""7803-51-2""",Area_Total_COSMO,EXTREME_QUANTILE,value 0.0643430111 < q01 0.06459479518,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
NA,1128,HYDROGEN PEROXIDE,"""7722-84-1""",Area_Total_COSMO,EXTREME_QUANTILE,value 0.0582486454 < q01 0.06459479518,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_LOW_OUTLIER
NA,1195,CYCLOHEXYL ACETATE,"""622-45-7""",Area_Total_COSMO,EXTREME_QUANTILE,value 0.5852236591 > q99 0.5335347365599997,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1196,GLYCERYL TRIACETATE,"""102-76-1""",Area_Total_COSMO,EXTREME_QUANTILE,value 0.5358229209 > q99 0.5335347365599997,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1377,DIMETHYLALUMINUM CHLORIDE,"""1184-58-3""",Area_Total_COSMO,EXTREME_QUANTILE,value 0.6581312001 > q99 0.5335347365599997,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1379,OCTADECAMETHYLOCTASILOXANE,"""556-69-4""",Area_Total_COSMO,EXTREME_QUANTILE,value 0.6039343124 > q99 0.5335347365599997,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1439,ETHYL LINOLENATE,"""1191-41-9""",Area_Total_COSMO,EXTREME_QUANTILE,value 0.6222197775 > q99 0.5335347365599997,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1550,ARSENIC (III) CHLORIDE,"""7784-34-1""",Area_Total_COSMO,EXTREME_QUANTILE,value 0.5862819259 > q99 0.5335347365599997,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1551,gamma-AMINOPROPYLTRIETHOXYSILANE,"""919-30-2""",Area_Total_COSMO,EXTREME_QUANTILE,value 0.7381854429 > q99 0.5335347365599997,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
NA,1552,HEXADECAMETHYLCYCLOOCTASILOXANE,"""556-68-3""",Area_Total_COSMO,EXTREME_QUANTILE,value 0.967795149 > q99 0.5335347365599997,WINSORIZE_IF_HEAVY_TAIL,QUANTILE_HIGH_OUTLIER
